,train_score,val_score,test_score
0,0.0,0.0,0.0
1,0.8079948258955582,0.7654259718775848,0.7271943438523883
2,0.8407081568371891,0.7832612342191225,0.7339535757917489
3,0.8792344497607655,0.8168636325538514,0.7490979494851712
4,0.8948139964732628,0.8297746645286521,0.7694781987133666
5,0.8772764279898874,0.8123326712151309,0.7487967419474268
6,0.9036195823231679,0.8265181834000347,0.7675504107542944
7,0.9107701474750483,0.8359143606668358,0.7644277941307643
8,0.9324717562478604,0.8502332008982554,0.7778597785977859
9,0.9335721749514853,0.8430669398907104,0.7731884057971015
10,0.9351808560377439,0.8428277282086478,0.7765889346136259
11,0.9357197517217923,0.8537261698440208,0.7761443989579456
12,0.9383938863510226,0.8542443423220325,0.7816241299303945
13,0.9438178335816131,0.8529033364782572,0.7742171094677257
14,0.9520238602471239,0.8586863316755273,0.7927796517458291
15,0.9500106723585913,0.8540438978563498,0.7712264150943396
16,0.9498447271025652,0.856897882191546,0.7768248175182482
17,0.9541516013778053,0.8572414387992754,0.7820548324563833
18,0.9521631326949385,0.8578186596583443,0.7814606741573035
19,0.9534500823230055,0.8658062234794909,0.7815807035942415
20,0.9606386375731771,0.8543605653223025,0.7837266966663605
21,0.9608542445274961,0.8692050061695752,0.7944758799271123
22,0.9615721456798034,0.864664964339174,0.7938438153144595
23,0.9625823508091166,0.8665638917437478,0.7862018749431146
24,0.9623263630368653,0.8667992047713717,0.7961129106894956
25,0.9651157831890486,0.8686188131640322,0.7925639609792012
26,0.9681762024453627,0.8656123066286406,0.7913244116289802
27,0.966153058175765,0.8745173745173745,0.7985278852505427
28,0.9597918133145623,0.8588882101405009,0.7847815875998121
29,0.9649657760624346,0.8689860660765927,0.7944764967369715
30,0.9705888625845117,0.872277400243945,0.7935561970388304
31,0.9701969813251471,0.8701906412478336,0.7973261535604865
32,0.9692854558225665,0.8644242320233396,0.7804121831114353
33,0.9705681914984241,0.8701809598741149,0.78568072911773
34,0.9679053335035969,0.866576363020657,0.7902029140967194
35,0.9699227314331935,0.871463499825358,0.7892511509912619
36,0.9706045479755963,0.8719971944590567,0.7926737160120845
37,0.9731552217148223,0.8712101580720394,0.7892161388606777
38,0.9730894812095863,0.873684210526316,0.7915167581897369
39,0.9740035401249707,0.8689016548057962,0.7978152025489305
40,0.9757212103094104,0.8745696884102746,0.7970655487804877
41,0.9724002392548919,0.8710500836193997,0.8004167850715164
42,0.9750325708549583,0.8758054550269221,0.7998466257668712
43,0.9741268892494237,0.8727553913566458,0.7993047932674715
44,0.9693686006825939,0.8695804195804197,0.794816414686825
45,0.976569501941872,0.8733760609734973,0.7991129181297358
46,0.975912346521146,0.8688818655505253,0.7980429464528404
47,0.9745601876532678,0.8676647737050422,0.7978441582168632
48,0.9752693908033714,0.8730410283500617,0.7859729369163331
49,0.9681707784737313,0.863765130054082,0.7879778443657496
