,train_score,val_score,test_score
0,0.0,0.0,0.0
1,0.8081930508334024,0.7682272314424903,0.7221077926536217
2,0.815357272863536,0.7700369384073533,0.7108291798821931
3,0.8794159208666981,0.8175132546605097,0.7549990992613944
4,0.8811088339073295,0.8183140778776209,0.7507496592457974
5,0.899134466112328,0.8300840336134454,0.7642060541688794
6,0.9209981428906866,0.840363511659808,0.7683161071983902
7,0.9222875149037644,0.8366324016651092,0.7720555306762203
8,0.9256092620626426,0.8428974600188146,0.7738711728899792
9,0.9352199772400318,0.8598545325527764,0.7856457493763194
10,0.933877446917044,0.8525721983665909,0.7782813471963032
11,0.9426250534416417,0.8533059618509965,0.7787160628348315
12,0.9531898588671052,0.8580886836832478,0.7821218624615098
13,0.9347451680806277,0.8410084033613444,0.7688916321312054
14,0.9470277635837165,0.8538879779062742,0.7701978184507303
15,0.9497426258570238,0.8599722029186936,0.783745913124708
16,0.9504616893779455,0.8489060489060489,0.7710203333943946
17,0.9530355584874343,0.8573604060913705,0.7848191908342285
18,0.9516149677859794,0.8501371742112482,0.7713248638838476
19,0.9599931830769886,0.857627693874088,0.789752808988764
20,0.9579290786191014,0.8613584773878121,0.7842917251051895
21,0.9597594523702898,0.8631506966407386,0.7897547289347452
22,0.9617542287920479,0.8666020956238443,0.7881380096948959
23,0.9653806847215125,0.8646228039958663,0.7902456912357901
24,0.9657818995842661,0.8644984124259847,0.7921026294240743
25,0.9579030637333504,0.858844858844859,0.7729769315269132
26,0.9653202600447618,0.8634269321046684,0.7887533749185365
27,0.9687720122094389,0.8744177871517709,0.7892291646913814
28,0.9612356793889872,0.8686355271229517,0.7871879415920866
29,0.9690677695111811,0.8669221390001743,0.7833209233060312
30,0.9670179338648655,0.8640296662546353,0.7797095911348874
31,0.9673199829569663,0.8670262864971316,0.7920918367346939
32,0.972437590525688,0.8605030474718859,0.7839297153839113
33,0.9686434901158828,0.8674118658641445,0.7912915671504684
34,0.9688133711870557,0.866099340048628,0.7900820283370619
35,0.9712762554643352,0.865005891264097,0.7882009035344141
36,0.972096096864275,0.8719105021247073,0.7977798334875116
37,0.9700644830678568,0.8599083916688273,0.7818952802359882
38,0.9713639949679098,0.8686099818354813,0.7913284132841328
39,0.9744103723290826,0.8736297465579234,0.7869380028395645
40,0.9716661336744484,0.8691532431733999,0.7897961049647984
41,0.9752535496957403,0.8742409574936196,0.7866983372921615
42,0.9712167373287598,0.8669579371198494,0.7901526162790699
43,0.9724037763253449,0.8714087919695396,0.7920170008315625
44,0.976052497017215,0.8713314398829504,0.793011982072624
45,0.9727860664660307,0.8725207514198339,0.7881514810648668
46,0.9763732514500171,0.8684884713919727,0.7924357582338037
47,0.9754433833560708,0.8735129461161651,0.7843174125611131
48,0.9736819655348917,0.8644562789898643,0.7875354107648725
49,0.9761605487973753,0.868312757201646,0.7914924559171059
